和风天气中国城市列表 v1.2

城市/地区编码	英文	中文	国家代码	国家英文	国家中文	省英文	省中文	所属上级市英文	所属上级市中文	纬度	经度
CN101251006	linxiang	临湘	CN	China	中国	hunan	湖南	yueyang	岳阳	29.29	113.27
CN101251101	zhangjiajie	张家界	CN	China	中国	hunan	湖南	zhangjiajie	张家界	29.133	110.482
CN101251102	sangzhi	桑植	CN	China	中国	hunan	湖南	zhangjiajie	张家界	29.541	110.228
CN101251103	cili	慈利	CN	China	中国	hunan	湖南	zhangjiajie	张家界	29.382	110.945
CN101251104	wulingyuan	武陵源	CN	China	中国	hunan	湖南	zhangjiajie	张家界	29.351	110.564
CN101251201	huaihua	怀化	CN	China	中国	hunan	湖南	huaihua	怀化	27.553	109.945
CN101251203	yuanling	沅陵	CN	China	中国	hunan	湖南	huaihua	怀化	28.552	110.606
CN101251204	chenxi	辰溪	CN	China	中国	hunan	湖南	huaihua	怀化	27.903	110.215
CN101251205	jingzhou	靖州	CN	China	中国	hunan	湖南	huaihua	怀化	26.34	109.4
CN101251206	huitong	会同	CN	China	中国	hunan	湖南	huaihua	怀化	26.908	109.786
CN101251207	tongdao	通道	CN	China	中国	hunan	湖南	huaihua	怀化	26.1	109.47
CN101251208	mayang	麻阳	CN	China	中国	hunan	湖南	huaihua	怀化	27.53	109.48
CN101251209	xinhuang	新晃	CN	China	中国	hunan	湖南	huaihua	怀化	27.22	109.1
CN101251210	zhijiang	芷江	CN	China	中国	hunan	湖南	huaihua	怀化	30.472	111.655
CN101251211	xupu	溆浦	CN	China	中国	hunan	湖南	huaihua	怀化	27.55	110.36
CN101251212	zhongfang	中方	CN	China	中国	hunan	湖南	huaihua	怀化	27.416	109.938
CN101251213	hongjiang	洪江	CN	China	中国	hunan	湖南	huaihua	怀化	27.32	110.123
CN101251401	yongzhou	永州	CN	China	中国	hunan	湖南	yongzhou	永州	26.111	111.576
CN101251402	qiyang	祁阳	CN	China	中国	hunan	湖南	yongzhou	永州	26.446	111.913
CN101251403	dongan	东安	CN	China	中国	hunan	湖南	yongzhou	永州	26.24	111.17
CN101251404	shuangpai	双牌	CN	China	中国	hunan	湖南	yongzhou	永州	25.888	111.687
CN101251405	daoxian	道县	CN	China	中国	hunan	湖南	yongzhou	永州	25.32	111.36
CN101251406	ningyuan	宁远	CN	China	中国	hunan	湖南	yongzhou	永州	25.665	111.989
CN101251407	jiangyong	江永	CN	China	中国	hunan	湖南	yongzhou	永州	25.201	111.24
CN101251408	lanshan	蓝山	CN	China	中国	hunan	湖南	yongzhou	永州	25.314	112.181
CN101251409	xintian	新田	CN	China	中国	hunan	湖南	yongzhou	永州	25.55	112.12
CN101251410	jianghua	江华	CN	China	中国	hunan	湖南	yongzhou	永州	25.11	111.27
CN101251411	lengshuitan	冷水滩	CN	China	中国	hunan	湖南	yongzhou	永州	26.534	111.631
CN101251501	jishou	吉首	CN	China	中国	hunan	湖南	xiangxi	湘西	28.313	109.778
CN101251502	baojing	保靖	CN	China	中国	hunan	湖南	xiangxi	湘西	28.662	109.505
CN101251503	yongshun	永顺	CN	China	中国	hunan	湖南	xiangxi	湘西	29.076	109.985
CN101251504	guzhang	古丈	CN	China	中国	hunan	湖南	xiangxi	湘西	28.582	110.013
CN101251505	fenghuang	凤凰	CN	China	中国	hunan	湖南	xiangxi	湘西	28.027	109.546
CN101251506	luxi	泸溪	CN	China	中国	hunan	湖南	xiangxi	湘西	28.17	110.09
CN101251507	longshan	龙山	CN	China	中国	hunan	湖南	xiangxi	湘西	29.204	109.524
CN101251508	huayuan	花垣	CN	China	中国	hunan	湖南	xiangxi	湘西	28.405	109.45
CN101280101	guangzhou	广州	CN	China	中国	guangdong	广东	guangzhou	广州	23.108	113.265
CN101280102	panyu	番禺	CN	China	中国	guangdong	广东	guangzhou	广州	22.57	113.22
CN101280103	conghua	从化	CN	China	中国	guangdong	广东	guangzhou	广州	23.655	113.666
CN101280104	zengcheng	增城	CN	China	中国	guangdong	广东	guangzhou	广州	23.359	113.738
CN101280105	huadu	花都	CN	China	中国	guangdong	广东	guangzhou	广州	23.23	113.13
CN101280201	shaoguan	韶关	CN	China	中国	guangdong	广东	shaoguan	韶关	24.805	113.589
CN101280202	ruyuan	乳源	CN	China	中国	guangdong	广东	shaoguan	韶关	24.47	113.16
CN101280203	shixing	始兴	CN	China	中国	guangdong	广东	shaoguan	韶关	24.57	114.04
CN101280204	wengyuan	翁源	CN	China	中国	guangdong	广东	shaoguan	韶关	24.22	114.04
CN101280205	lechang	乐昌	CN	China	中国	guangdong	广东	shaoguan	韶关	25.242	113.217
CN101280206	renhua	仁化	CN	China	中国	guangdong	广东	shaoguan	韶关	25.203	113.77
CN101280207	nanxiong	南雄	CN	China	中国	guangdong	广东	shaoguan	韶关	25.183	114.33
CN101280208	xinfeng	新丰	CN	China	中国	guangdong	广东	shaoguan	韶关	24.03	114.12
CN101280209	qujiang	曲江	CN	China	中国	guangdong	广东	shaoguan	韶关	24.41	113.36
CN101280210	zhenjiang	浈江	CN	China	中国	guangdong	广东	shaoguan	韶关	24.8	113.6
CN101280211	wujiang	武江	CN	China	中国	guangdong	广东	shaoguan	韶关	24.8	113.5
CN101280301	huizhou	惠州	CN	China	中国	guangdong	广东	huizhou	惠州	23.096	114.398
CN101280302	boluo	博罗	CN	China	中国	guangdong	广东	huizhou	惠州	23.11	114.17
CN101280303	huiyang	惠阳	CN	China	中国	guangdong	广东	huizhou	惠州	23.096	114.398
CN101280304	huidong	惠东	CN	China	中国	guangdong	广东	huizhou	惠州	22.969	114.989
CN101280305	longmen	龙门	CN	China	中国	guangdong	广东	huizhou	惠州	23.378	114.27
CN101280401	meizhou	梅州	CN	China	中国	guangdong	广东	meizhou	梅州	24.321	116.119
CN101280402	xingning	兴宁	CN	China	中国	guangdong	广东	meizhou	梅州	24.09	115.44
CN101280403	jiaoling	蕉岭	CN	China	中国	guangdong	广东	meizhou	梅州	24.646	116.218
CN101280404	dabu	大埔	CN	China	中国	guangdong	广东	meizhou	梅州	24.346	116.621
CN101280406	fengshun	丰顺	CN	China	中国	guangdong	广东	meizhou	梅州	23.918	116.274
CN101280407	pingyuan	平远	CN	China	中国	guangdong	广东	meizhou	梅州	24.35	115.54
CN101280408	wuhua	五华	CN	China	中国	guangdong	广东	meizhou	梅州	23.781	115.665
CN101280409	meixian	梅县	CN	China	中国	guangdong	广东	meizhou	梅州	24.321	116.119
CN101280501	shantou	汕头	CN	China	中国	guangdong	广东	shantou	汕头	23.355	116.676
CN101280502	chaoyang	潮阳	CN	China	中国	guangdong	广东	shantou	汕头	23.16	116.35
CN101280503	chenghai	澄海	CN	China	中国	guangdong	广东	shantou	汕头	23.502	116.805
CN101280504	nanao	南澳	CN	China	中国	guangdong	广东	shantou	汕头	23.26	117.02
CN101280601	shenzhen	深圳	CN	China	中国	guangdong	广东	shenzhen	深圳	22.544	114.109
CN101280701	zhuhai	珠海	CN	China	中国	guangdong	广东	zhuhai	珠海	22.248	113.565
CN101280702	doumen	斗门	CN	China	中国	guangdong	广东	zhuhai	珠海	22.24	113.249
CN101280703	jinwan	金湾	CN	China	中国	guangdong	广东	zhuhai	珠海	21.2	113.3
CN101280800	foshan	佛山	CN	China	中国	guangdong	广东	foshan	佛山	22.828	113.167
CN101280801	shunde	顺德	CN	China	中国	guangdong	广东	foshan	佛山	22.828	113.167
CN101280802	sanshui	三水	CN	China	中国	guangdong	广东	foshan	佛山	23.267	112.909
CN101280803	nanhai	南海	CN	China	中国	guangdong	广东	foshan	佛山	23.058	113.047
CN101280804	gaoming	高明	CN	China	中国	guangdong	广东	foshan	佛山	22.889	112.848
CN101280901	zhaoqing	肇庆	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.051	112.452
CN101280902	guangning	广宁	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.671	112.389
CN101280903	sihui	四会	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.448	112.631
CN101280905	deqing	德庆	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.09	111.46
CN101280906	huaiji	怀集	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.939	112.197
CN101280907	fengkai	封开	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.598	111.689
CN101280908	gaoyao	高要	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.051	112.452
CN101281001	zhanjiang	湛江	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.19	110.384
CN101281002	wuchuan	吴川	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.26	110.46
CN101281003	leizhou	雷州	CN	China	中国	guangdong	广东	zhanjiang	湛江	20.55	110.06
CN101281004	xuwen	徐闻	CN	China	中国	guangdong	广东	zhanjiang	湛江	20.2	110.1
CN101281005	lianjiang	廉江	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.38	110.17
CN101281006	chikan	赤坎	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.2	110.3
CN101281007	suixi	遂溪	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.23	110.15
CN101281008	potou	坡头	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.2	110.3
CN101281009	xiashan	霞山	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.2	110.3
CN101281010	mazhang	麻章	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.2	110.33
CN101281101	jiangmen	江门	CN	China	中国	guangdong	广东	jiangmen	江门	22.78	113.088
CN101281103	kaiping	开平	CN	China	中国	guangdong	广东	jiangmen	江门	22.31	112.524
CN101281104	xinhui	新会	CN	China	中国	guangdong	广东	jiangmen	江门	22.32	113.02
CN101281105	enping	恩平	CN	China	中国	guangdong	广东	jiangmen	江门	22.204	112.263
CN101281106	taishan	台山	CN	China	中国	guangdong	广东	jiangmen	江门	22.104	112.698
CN101281107	pengjiang	蓬江	CN	China	中国	guangdong	广东	jiangmen	江门	22.6	113
CN101281108	heshan	鹤山	CN	China	中国	guangdong	广东	jiangmen	江门	22.78	113.088
CN101281109	jianghai	江海	CN	China	中国	guangdong	广东	jiangmen	江门	22.5	113.1
CN101281201	heyuan	河源	CN	China	中国	guangdong	广东	heyuan	河源	23.734	114.686
CN101281202	zijin	紫金	CN	China	中国	guangdong	广东	heyuan	河源	23.476	115.051
CN101281203	lianping	连平	CN	China	中国	guangdong	广东	heyuan	河源	24.342	114.582
CN101281204	heping	和平	CN	China	中国	guangdong	广东	heyuan	河源	24.433	114.973
CN101281205	longchuan	龙川	CN	China	中国	guangdong	广东	heyuan	河源	24.06	115.15
CN101281206	dongyuan	东源	CN	China	中国	guangdong	广东	heyuan	河源	23.8	114.8
CN101281301	qingyuan	清远	CN	China	中国	guangdong	广东	qingyuan	清远	23.655	113.11
CN101281302	liannan	连南	CN	China	中国	guangdong	广东	qingyuan	清远	24.43	112.17
CN101281303	lianzhou	连州	CN	China	中国	guangdong	广东	qingyuan	清远	24.47	112.23
CN101281304	lianshan	连山	CN	China	中国	guangdong	广东	qingyuan	清远	24.34	112.09
CN101281305	yangshan	阳山	CN	China	中国	guangdong	广东	qingyuan	清远	24.449	112.689
CN101281306	fogang	佛冈	CN	China	中国	guangdong	广东	qingyuan	清远	23.52	113.32
CN101281307	yingde	英德	CN	China	中国	guangdong	广东	qingyuan	清远	24.197	113.332
CN101281308	qingxin	清新	CN	China	中国	guangdong	广东	qingyuan	清远	23.7	113
CN101281401	yunfu	云浮	CN	China	中国	guangdong	广东	yunfu	云浮	22.93	112.04
CN101281402	luoding	罗定	CN	China	中国	guangdong	广东	yunfu	云浮	22.692	111.466
CN101281403	xinxing	新兴	CN	China	中国	guangdong	广东	yunfu	云浮	22.43	112.13
CN101281404	yunan	郁南	CN	China	中国	guangdong	广东	yunfu	云浮	23.064	111.628
CN101281406	yunan	云安	CN	China	中国	guangdong	广东	yunfu	云浮	23.1	112
CN101281501	chaozhou	潮州	CN	China	中国	guangdong	广东	chaozhou	潮州	23.667	116.634
CN101281502	raoping	饶平	CN	China	中国	guangdong	广东	chaozhou	潮州	23.868	116.938
CN101281503	chaoan	潮安	CN	China	中国	guangdong	广东	chaozhou	潮州	23.5	116.6
CN101281601	dongguan	东莞	CN	China	中国	guangdong	广东	dongguan	东莞	23.047	113.736
CN101281701	zhongshan	中山	CN	China	中国	guangdong	广东	zhongshan	中山	22.528	113.359
CN101281801	yangjiang	阳江	CN	China	中国	guangdong	广东	yangjiang	阳江	21.846	111.923
CN101281802	yangchun	阳春	CN	China	中国	guangdong	广东	yangjiang	阳江	22.263	111.72
CN101281803	yangdong	阳东	CN	China	中国	guangdong	广东	yangjiang	阳江	21.9	111.9
CN101281804	yangxi	阳西	CN	China	中国	guangdong	广东	yangjiang	阳江	21.75	111.627
CN101281901	jieyang	揭阳	CN	China	中国	guangdong	广东	jieyang	揭阳	23.535	116.35
CN101281902	jiexi	揭西	CN	China	中国	guangdong	广东	jieyang	揭阳	23.49	115.893
CN101281903	puning	普宁	CN	China	中国	guangdong	广东	jieyang	揭阳	23.312	116.033
CN101281904	huilai	惠来	CN	China	中国	guangdong	广东	jieyang	揭阳	23.032	116.243
CN101281905	jiedong	揭东	CN	China	中国	guangdong	广东	jieyang	揭阳	23.5	116.5
CN101282001	maoming	茂名	CN	China	中国	guangdong	广东	maoming	茂名	21.671	110.891
CN101282002	gaozhou	高州	CN	China	中国	guangdong	广东	maoming	茂名	22.009	110.995
CN101282003	huazhou	化州	CN	China	中国	guangdong	广东	maoming	茂名	21.846	110.535
CN101282004	dianbai	电白	CN	China	中国	guangdong	广东	maoming	茂名	21.701	111.147
CN101282005	xinyi	信宜	CN	China	中国	guangdong	广东	maoming	茂名	22.21	110.56
CN101282006	maogang	茂港	CN	China	中国	guangdong	广东	maoming	茂名	21.5	110
CN101282101	shanwei	汕尾	CN	China	中国	guangdong	广东	shanwei	汕尾	22.766	115.353
CN101282102	haifeng	海丰	CN	China	中国	guangdong	广东	shanwei	汕尾	22.976	115.27
CN101282103	lufeng	陆丰	CN	China	中国	guangdong	广东	shanwei	汕尾	22.57	115.39
CN101282104	luhe	陆河	CN	China	中国	guangdong	广东	shanwei	汕尾	23.3	115.7
CN101300101	nanning	南宁	CN	China	中国	guangxi	广西	nanning	南宁	22.838	108.295
CN101300103	yongning	邕宁	CN	China	中国	guangxi	广西	nanning	南宁	22.46	108.29
CN101300104	hengxian	横县	CN	China	中国	guangxi	广西	nanning	南宁	22.42	109.15
CN101300105	longan	隆安	CN	China	中国	guangxi	广西	nanning	南宁	23.11	107.42
CN101300106	mashan	马山	CN	China	中国	guangxi	广西	nanning	南宁	23.722	108.099
CN101300107	shanglin	上林	CN	China	中国	guangxi	广西	nanning	南宁	23.499	108.619
CN101300108	wuming	武鸣	CN	China	中国	guangxi	广西	nanning	南宁	23.229	108.225
CN101300109	binyang	宾阳	CN	China	中国	guangxi	广西	nanning	南宁	23.18	108.894
CN101300201	chongzuo	崇左	CN	China	中国	guangxi	广西	chongzuo	崇左	22.333	107.333
CN101300202	tiandeng	天等	CN	China	中国	guangxi	广西	chongzuo	崇左	23.09	107.07
CN101300203	longzhou	龙州	CN	China	中国	guangxi	广西	chongzuo	崇左	22.451	106.885
CN101300204	pingxiang	凭祥	CN	China	中国	guangxi	广西	chongzuo	崇左	22.06	106.45
CN101300205	daxin	大新	CN	China	中国	guangxi	广西	chongzuo	崇左	22.798	107.08
CN101300206	fusui	扶绥	CN	China	中国	guangxi	广西	chongzuo	崇左	22.569	107.817
CN101300207	ningming	宁明	CN	China	中国	guangxi	广西	chongzuo	崇左	21.99	107.295
CN101300301	liuzhou	柳州	CN	China	中国	guangxi	广西	liuzhou	柳州	24.315	109.373
CN101300302	liucheng	柳城	CN	China	中国	guangxi	广西	liuzhou	柳州	24.634	109.217
CN101300304	luzhai	鹿寨	CN	China	中国	guangxi	广西	liuzhou	柳州	24.536	109.816
CN101300305	liujiang	柳江	CN	China	中国	guangxi	广西	liuzhou	柳州	24.206	109.329
CN101300306	rongan	融安	CN	China	中国	guangxi	广西	liuzhou	柳州	25.13	109.24
CN101300307	rongshui	融水	CN	China	中国	guangxi	广西	liuzhou	柳州	25.05	109.15
CN101300308	sanjiang	三江	CN	China	中国	guangxi	广西	liuzhou	柳州	25.47	109.36
CN101300401	laibin	来宾	CN	China	中国	guangxi	广西	laibin	来宾	23.672	109.158
CN101300402	xicheng	忻城	CN	China	中国	guangxi	广西	laibin	来宾	24.04	108.39
CN101300403	jinxiu	金秀	CN	China	中国	guangxi	广西	laibin	来宾	24.08	110.11
CN101300404	xiangzhou	象州	CN	China	中国	guangxi	广西	laibin	来宾	23.58	109.41
CN101300405	wuxuan	武宣	CN	China	中国	guangxi	广西	laibin	来宾	23.619	109.686
CN101300406	heshan	合山	CN	China	中国	guangxi	广西	laibin	来宾	23.802	108.874
CN101300501	guilin	桂林	CN	China	中国	guangxi	广西	guilin	桂林	25.281	110.277
CN101300503	longsheng	龙胜	CN	China	中国	guangxi	广西	guilin	桂林	25.48	110
CN101300504	yongfu	永福	CN	China	中国	guangxi	广西	guilin	桂林	25.035	109.92
CN101300505	lingui	临桂	CN	China	中国	guangxi	广西	guilin	桂林	25.256	110.046
CN101300506	xingan	兴安	CN	China	中国	guangxi	广西	guilin	桂林	25.37	110.4
CN101300507	lingchuan	灵川	CN	China	中国	guangxi	广西	guilin	桂林	25.25	110.19
CN101300508	quanzhou	全州	CN	China	中国	guangxi	广西	guilin	桂林	25.56	111.04
CN101300509	guanyang	灌阳	CN	China	中国	guangxi	广西	guilin	桂林	25.468	111.025
CN101300510	yangshuo	阳朔	CN	China	中国	guangxi	广西	guilin	桂林	24.848	110.446
CN101300511	gongcheng	恭城	CN	China	中国	guangxi	广西	guilin	桂林	24.5	110.49
CN101300512	pingle	平乐	CN	China	中国	guangxi	广西	guilin	桂林	24.574	110.795
CN101300513	lipu	荔浦	CN	China	中国	guangxi	广西	guilin	桂林	24.521	110.38
CN101300514	ziyuan	资源	CN	China	中国	guangxi	广西	guilin	桂林	26.052	110.596
CN101300601	wuzhou	梧州	CN	China	中国	guangxi	广西	wuzhou	梧州	23.477	111.315
CN101300602	tengxian	藤县	CN	China	中国	guangxi	广西	wuzhou	梧州	23.22	110.55
CN101300604	cangwu	苍梧	CN	China	中国	guangxi	广西	wuzhou	梧州	23.802	111.255
CN101300605	mengshan	蒙山	CN	China	中国	guangxi	广西	wuzhou	梧州	24.121	110.537
CN101300606	cenxi	岑溪	CN	China	中国	guangxi	广西	wuzhou	梧州	22.911	111.05
CN101300701	hezhou	贺州	CN	China	中国	guangxi	广西	hezhou	贺州	24.25	111.31
CN101300702	zhaoping	昭平	CN	China	中国	guangxi	广西	hezhou	贺州	24.024	110.939
CN101300703	fuchuan	富川	CN	China	中国	guangxi	广西	hezhou	贺州	24.49	111.16
CN101300704	zhongshan	钟山	CN	China	中国	guangxi	广西	hezhou	贺州	24.33	111.19
CN101300801	guigang	贵港	CN	China	中国	guangxi	广西	guigang	贵港	23.046	109.542
CN101300802	guiping	桂平	CN	China	中国	guangxi	广西	guigang	贵港	23.336	110.038
CN101300803	pingnan	平南	CN	China	中国	guangxi	广西	guigang	贵港	23.539	110.392
CN101300901	yulin	玉林	CN	China	中国	guangxi	广西	yulin	玉林	22.632	110.148
CN101300902	bobai	博白	CN	China	中国	guangxi	广西	yulin	玉林	22.058	109.921
CN101300903	beiliu	北流	CN	China	中国	guangxi	广西	yulin	玉林	22.533	110.457
CN101300904	rongxian	容县	CN	China	中国	guangxi	广西	yulin	玉林	22.51	110.32
CN101300905	luchuan	陆川	CN	China	中国	guangxi	广西	yulin	玉林	22.241	110.251
CN101300906	xingye	兴业	CN	China	中国	guangxi	广西	yulin	玉林	22.748	109.868
CN101301001	baise	百色	CN	China	中国	guangxi	广西	baise	百色	23.92	106.525
CN101301002	napo	那坡	CN	China	中国	guangxi	广西	baise	百色	23.226	105.812
CN101301003	tianyang	田阳	CN	China	中国	guangxi	广西	baise	百色	23.806	106.929
CN101301004	debao	德保	CN	China	中国	guangxi	广西	baise	百色	23.347	106.569
CN101301005	jingxi	靖西	CN	China	中国	guangxi	广西	baise	百色	23.217	106.373
CN101301006	tiandong	田东	CN	China	中国	guangxi	广西	baise	百色	23.643	107.16
CN101301007	pingguo	平果	CN	China	中国	guangxi	广西	baise	百色	23.549	107.59
CN101301008	longlin	隆林	CN	China	中国	guangxi	广西	baise	百色	24.47	105.2
CN101301009	xilin	西林	CN	China	中国	guangxi	广西	baise	百色	24.3	105.06
CN101301010	leye	乐业	CN	China	中国	guangxi	广西	baise	百色	24.83	106.492
CN101301011	lingyun	凌云	CN	China	中国	guangxi	广西	baise	百色	24.361	106.659
CN101301012	tianlin	田林	CN	China	中国	guangxi	广西	baise	百色	24.376	105.988
CN101301101	qinzhou	钦州	CN	China	中国	guangxi	广西	qinzhou	钦州	21.956	108.615
CN101301102	pubei	浦北	CN	China	中国	guangxi	广西	qinzhou	钦州	22.282	109.547
CN101301103	lingshan	灵山	CN	China	中国	guangxi	广西	qinzhou	钦州	22.253	109.123
CN101301201	hechi	河池	CN	China	中国	guangxi	广西	hechi	河池	24.697	107.837
CN101301202	tiane	天峨	CN	China	中国	guangxi	广西	hechi	河池	25	107.1
CN101301203	donglan	东兰	CN	China	中国	guangxi	广西	hechi	河池	24.538	107.405
CN101301204	bama	巴马	CN	China	中国	guangxi	广西	hechi	河池	24.18	107.15
CN101301205	huanjiang	环江	CN	China	中国	guangxi	广西	hechi	河池	24.5	108.15
CN101301206	luocheng	罗城	CN	China	中国	guangxi	广西	hechi	河池	24.45	108.54
CN101301207	yizhou	宜州	CN	China	中国	guangxi	广西	hechi	河池	24.29	108.4
CN101301208	fengshan	凤山	CN	China	中国	guangxi	广西	hechi	河池	24.542	106.983
CN101301209	nandan	南丹	CN	China	中国	guangxi	广西	hechi	河池	25.154	107.45
CN101301210	andu	都安	CN	China	中国	guangxi	广西	hechi	河池	23.56	108.06
CN101301211	dahua	大化	CN	China	中国	guangxi	广西	hechi	河池	23.749	107.991
CN101301301	beihai	北海	CN	China	中国	guangxi	广西	beihai	北海	21.485	109.105
CN101301302	hepu	合浦	CN	China	中国	guangxi	广西	beihai	北海	21.681	109.309
CN101301303	weizhoudao	涠洲岛	CN	China	中国	guangxi	广西	beihai	北海	21.02	109.06
