和风天气中国城市列表 v1.2

城市/地区编码	英文	中文	国家代码	国家英文	国家中文	省英文	省中文	所属上级市英文	所属上级市中文	纬度	经度
CN101240510	fengcheng	丰城	CN	China	中国	jiangxi	江西	yichun	宜春	28.073	115.789
CN101240601	jian	吉安	CN	China	中国	jiangxi	江西	jian	吉安	27.141	114.958
CN101240602	jianxian	吉安县	CN	China	中国	jiangxi	江西	jian	吉安	27.141	114.958
CN101240603	jishui	吉水	CN	China	中国	jiangxi	江西	jian	吉安	27.193	115.242
CN101240604	xingan	新干	CN	China	中国	jiangxi	江西	jian	吉安	27.46	115.24
CN101240605	xiajiang	峡江	CN	China	中国	jiangxi	江西	jian	吉安	27.34	115.1
CN101240606	yongfeng	永丰	CN	China	中国	jiangxi	江西	jian	吉安	27.087	115.598
CN101240607	yongxin	永新	CN	China	中国	jiangxi	江西	jian	吉安	26.98	114.155
CN101240608	jinggangshan	井冈山	CN	China	中国	jiangxi	江西	jian	吉安	26.586	114.206
CN101240609	wanan	万安	CN	China	中国	jiangxi	江西	jian	吉安	26.28	114.4
CN101240610	suichuan	遂川	CN	China	中国	jiangxi	江西	jian	吉安	26.325	114.514
CN101240611	taihe	泰和	CN	China	中国	jiangxi	江西	jian	吉安	26.48	114.55
CN101240612	anfu	安福	CN	China	中国	jiangxi	江西	jian	吉安	27.341	114.399
CN101240613	ninggang	宁冈	CN	China	中国	jiangxi	江西	jian	吉安	26.696	114.012
CN101240701	ganzhou	赣州	CN	China	中国	jiangxi	江西	ganzhou	赣州	25.832	114.916
CN101240702	chongyi	崇义	CN	China	中国	jiangxi	江西	ganzhou	赣州	25.651	114.263
CN101240703	shangyou	上犹	CN	China	中国	jiangxi	江西	ganzhou	赣州	25.929	114.333
CN101240704	nankang	南康	CN	China	中国	jiangxi	江西	ganzhou	赣州	25.855	114.701
CN101240705	dayu	大余	CN	China	中国	jiangxi	江西	ganzhou	赣州	25.436	114.348
CN101240706	xinfeng	信丰	CN	China	中国	jiangxi	江西	ganzhou	赣州	25.24	114.56
CN101240707	ningdu	宁都	CN	China	中国	jiangxi	江西	ganzhou	赣州	26.618	115.98
CN101240708	shicheng	石城	CN	China	中国	jiangxi	江西	ganzhou	赣州	26.283	116.365
CN101240709	ruijin	瑞金	CN	China	中国	jiangxi	江西	ganzhou	赣州	25.921	116.013
CN101240710	yudu	于都	CN	China	中国	jiangxi	江西	ganzhou	赣州	25.949	115.503
CN101240711	huichang	会昌	CN	China	中国	jiangxi	江西	ganzhou	赣州	25.527	115.752
CN101240712	anyuan	安远	CN	China	中国	jiangxi	江西	ganzhou	赣州	25.241	115.391
CN101240713	quannan	全南	CN	China	中国	jiangxi	江西	ganzhou	赣州	24.848	114.515
CN101240714	longnan	龙南	CN	China	中国	jiangxi	江西	ganzhou	赣州	24.749	114.679
CN101240715	dingnan	定南	CN	China	中国	jiangxi	江西	ganzhou	赣州	24.808	115.089
CN101240716	xunwu	寻乌	CN	China	中国	jiangxi	江西	ganzhou	赣州	24.57	115.39
CN101240717	xingguo	兴国	CN	China	中国	jiangxi	江西	ganzhou	赣州	26.21	115.21
CN101240718	ganxian	赣县	CN	China	中国	jiangxi	江西	ganzhou	赣州	25.86	115.002
CN101240801	jingdezhen	景德镇	CN	China	中国	jiangxi	江西	jingdezhen	景德镇	29.293	117.203
CN101240802	leping	乐平	CN	China	中国	jiangxi	江西	jingdezhen	景德镇	29.028	117.255
CN101240803	fuliang	浮梁	CN	China	中国	jiangxi	江西	jingdezhen	景德镇	29.378	117.237
CN101240901	pingxiang	萍乡	CN	China	中国	jiangxi	江西	pingxiang	萍乡	27.633	113.837
CN101240902	lianhua	莲花	CN	China	中国	jiangxi	江西	pingxiang	萍乡	27.216	113.956
CN101240903	shangli	上栗	CN	China	中国	jiangxi	江西	pingxiang	萍乡	27.877	113.794
CN101240904	anyuan	安源	CN	China	中国	jiangxi	江西	pingxiang	萍乡	23.6	113.8
CN101240905	luxi	芦溪	CN	China	中国	jiangxi	江西	pingxiang	萍乡	27.637	114.034
CN101240906	xiangdong	湘东	CN	China	中国	jiangxi	江西	pingxiang	萍乡	27.654	113.737
CN101241001	xinyu	新余	CN	China	中国	jiangxi	江西	xinyu	新余	27.804	114.924
CN101241002	fenyi	分宜	CN	China	中国	jiangxi	江西	xinyu	新余	27.825	114.679
CN101241101	yingtan	鹰潭	CN	China	中国	jiangxi	江西	yingtan	鹰潭	28.238	117.034
CN101241102	yujiang	余江	CN	China	中国	jiangxi	江西	yingtan	鹰潭	28.344	116.915
CN101241103	guixi	贵溪	CN	China	中国	jiangxi	江西	yingtan	鹰潭	28.243	117.191
CN101220101	hefei	合肥	CN	China	中国	anhui	安徽	hefei	合肥	31.861	117.275
CN101220102	changfeng	长丰	CN	China	中国	anhui	安徽	hefei	合肥	32.273	117.147
CN101220103	feidong	肥东	CN	China	中国	anhui	安徽	hefei	合肥	31.923	117.598
CN101220104	feixi	肥西	CN	China	中国	anhui	安徽	hefei	合肥	31.757	117.061
CN101220201	bengbu	蚌埠	CN	China	中国	anhui	安徽	bengbu	蚌埠	32.944	117.373
CN101220202	huaiyuan	怀远	CN	China	中国	anhui	安徽	bengbu	蚌埠	33.015	117.035
CN101220203	guzhen	固镇	CN	China	中国	anhui	安徽	bengbu	蚌埠	33.253	117.322
CN101220204	wuhe	五河	CN	China	中国	anhui	安徽	bengbu	蚌埠	33.13	117.749
CN101220301	wuhu	芜湖	CN	China	中国	anhui	安徽	wuhu	芜湖	31.341	118.361
CN101220302	fanyang	繁昌	CN	China	中国	anhui	安徽	wuhu	芜湖	31.05	118.11
CN101220303	wuhuxian	芜湖县	CN	China	中国	anhui	安徽	wuhu	芜湖	31.09	118.35
CN101220304	nanling	南陵	CN	China	中国	anhui	安徽	wuhu	芜湖	30.911	118.234
CN101220401	huainan	淮南	CN	China	中国	anhui	安徽	huainan	淮南	32.662	117.02
CN101220402	fengtai	凤台	CN	China	中国	anhui	安徽	huainan	淮南	32.784	116.572
CN101220403	panji	潘集	CN	China	中国	anhui	安徽	huainan	淮南	32.8	116.8
CN101220501	maanshan	马鞍山	CN	China	中国	anhui	安徽	maanshan	马鞍山	31.709	118.356
CN101220502	dangtu	当涂	CN	China	中国	anhui	安徽	maanshan	马鞍山	31.492	118.615
CN101220601	anqing	安庆	CN	China	中国	anhui	安徽	anqing	安庆	30.498	117.047
CN101220602	zongyang	枞阳	CN	China	中国	anhui	安徽	anqing	安庆	30.43	117.13
CN101220603	taihu	太湖	CN	China	中国	anhui	安徽	anqing	安庆	30.455	116.122
CN101220604	qianshan	潜山	CN	China	中国	anhui	安徽	anqing	安庆	30.764	116.502
CN101220605	huaining	怀宁	CN	China	中国	anhui	安徽	anqing	安庆	30.589	116.765
CN101220606	susong	宿松	CN	China	中国	anhui	安徽	anqing	安庆	30.107	116.23
CN101220607	wangjiang	望江	CN	China	中国	anhui	安徽	anqing	安庆	30.237	116.68
CN101220608	yuexi	岳西	CN	China	中国	anhui	安徽	anqing	安庆	30.52	116.22
CN101220609	tongcheng	桐城	CN	China	中国	anhui	安徽	anqing	安庆	31.04	116.57
CN101220701	suzhou	宿州	CN	China	中国	anhui	安徽	suzhou	宿州	33.629	117.002
CN101220702	dangshan	砀山	CN	China	中国	anhui	安徽	suzhou	宿州	34.463	116.396
CN101220703	lingbi	灵璧	CN	China	中国	anhui	安徽	suzhou	宿州	33.694	117.514
CN101220704	sixian	泗县	CN	China	中国	anhui	安徽	suzhou	宿州	33.28	117.52
CN101220705	xiaoxian	萧县	CN	China	中国	anhui	安徽	suzhou	宿州	34.11	116.58
CN101220801	fuyang	阜阳	CN	China	中国	anhui	安徽	fuyang	阜阳	32.91	115.816
CN101220802	funan	阜南	CN	China	中国	anhui	安徽	fuyang	阜阳	32.659	115.611
CN101220803	yingshang	颍上	CN	China	中国	anhui	安徽	fuyang	阜阳	32.663	116.269
CN101220804	linquan	临泉	CN	China	中国	anhui	安徽	fuyang	阜阳	32.874	115.195
CN101220805	jieshou	界首	CN	China	中国	anhui	安徽	fuyang	阜阳	33.267	115.382
CN101220806	taihe	太和	CN	China	中国	anhui	安徽	fuyang	阜阳	33.1	115.43
CN101220901	bozhou	亳州	CN	China	中国	anhui	安徽	bozhou	亳州	33.874	115.766
CN101220902	guoyang	涡阳	CN	China	中国	anhui	安徽	bozhou	亳州	33.3	116.12
CN101220903	lixin	利辛	CN	China	中国	anhui	安徽	bozhou	亳州	33.124	116.139
CN101220904	mengcheng	蒙城	CN	China	中国	anhui	安徽	bozhou	亳州	33.207	116.541
CN101221001	huangshan	黄山	CN	China	中国	anhui	安徽	huangshan	黄山	30.1	118.167
CN101221002	huangshanqu	黄山区	CN	China	中国	anhui	安徽	huangshan	黄山	30.18	118.08
CN101221003	tunxi	屯溪	CN	China	中国	anhui	安徽	huangshan	黄山	29.43	118.17
CN101221004	qimen	祁门	CN	China	中国	anhui	安徽	huangshan	黄山	29.852	117.575
CN101221005	yixian	黟县	CN	China	中国	anhui	安徽	huangshan	黄山	29.56	117.56
CN101221006	shexian	歙县	CN	China	中国	anhui	安徽	huangshan	黄山	29.52	118.26
CN101221007	xiuning	休宁	CN	China	中国	anhui	安徽	huangshan	黄山	29.47	118.11
CN101221008	huangshanfengjingqu	黄山风景区(光明顶)	CN	China	中国	anhui	安徽	huangshan	黄山	29.43	118.17
CN101221101	chuzhou	滁州	CN	China	中国	anhui	安徽	chuzhou	滁州	32.314	118.305
CN101221102	fengyang	凤阳	CN	China	中国	anhui	安徽	chuzhou	滁州	32.834	117.547
CN101221103	mingguang	明光	CN	China	中国	anhui	安徽	chuzhou	滁州	32.47	117.59
CN101221104	dingyuan	定远	CN	China	中国	anhui	安徽	chuzhou	滁州	32.455	117.645
CN101221105	quanjiao	全椒	CN	China	中国	anhui	安徽	chuzhou	滁州	32.046	118.11
CN101221106	laian	来安	CN	China	中国	anhui	安徽	chuzhou	滁州	32.27	118.25
CN101221107	tianchang	天长	CN	China	中国	anhui	安徽	chuzhou	滁州	32.708	118.941
CN101221201	huaibei	淮北	CN	China	中国	anhui	安徽	huaibei	淮北	33.981	116.858
CN101221202	suixi	濉溪	CN	China	中国	anhui	安徽	huaibei	淮北	33.56	116.47
CN101221301	tongling	铜陵	CN	China	中国	anhui	安徽	tongling	铜陵	30.948	117.781
CN101221401	xuancheng	宣城	CN	China	中国	anhui	安徽	xuancheng	宣城	30.942	118.747
CN101221402	jingxian	泾县	CN	China	中国	anhui	安徽	xuancheng	宣城	30.41	118.24
CN101221403	jingde	旌德	CN	China	中国	anhui	安徽	xuancheng	宣城	30.308	118.496
CN101221404	ningguo	宁国	CN	China	中国	anhui	安徽	xuancheng	宣城	30.534	119.012
CN101221405	jixi	绩溪	CN	China	中国	anhui	安徽	xuancheng	宣城	30.05	118.35
CN101221406	guangde	广德	CN	China	中国	anhui	安徽	xuancheng	宣城	30.901	119.349
CN101221407	langxi	郎溪	CN	China	中国	anhui	安徽	xuancheng	宣城	31.06	119.184
CN101221501	luan	六安	CN	China	中国	anhui	安徽	luan	六安	31.741	116.483
CN101221502	huoqiu	霍邱	CN	China	中国	anhui	安徽	liuan	六安	32.178	116.188
CN101221503	shouxian	寿县	CN	China	中国	anhui	安徽	liuan	六安	32.33	116.47
CN101221505	jinzhai	金寨	CN	China	中国	anhui	安徽	liuan	六安	31.463	115.775
CN101221506	huoshan	霍山	CN	China	中国	anhui	安徽	liuan	六安	31.28	116.209
CN101221507	shucheng	舒城	CN	China	中国	anhui	安徽	liuan	六安	31.292	116.829
CN101220105	chaohu	巢湖	CN	China	中国	anhui	安徽	hefei	合肥	31.6	117.859
CN101220106	lujiang	庐江	CN	China	中国	anhui	安徽	hefei	合肥	31.267	117.302
CN101220305	wuwei	无为	CN	China	中国	anhui	安徽	wuhu	芜湖	31.19	117.54
CN101220503	hanshan	含山	CN	China	中国	anhui	安徽	maanshan	马鞍山	31.652	118.046
CN101220504	hexian	和县	CN	China	中国	anhui	安徽	maanshan	马鞍山	31.44	118.22
CN101221701	chizhou	池州	CN	China	中国	anhui	安徽	chizhou	池州	30.648	117.485
CN101221702	dongzhi	东至	CN	China	中国	anhui	安徽	chizhou	池州	30.032	116.972
CN101221703	qingyang	青阳	CN	China	中国	anhui	安徽	chizhou	池州	30.38	117.52
CN101221704	jiuhuashan	九华山	CN	China	中国	anhui	安徽	chizhou	池州	30.29	117.47
CN101221705	shitai	石台	CN	China	中国	anhui	安徽	chizhou	池州	30.196	117.594
CN101200101	wuhan	武汉	CN	China	中国	hubei	湖北	wuhan	武汉	30.573	114.279
CN101200102	caidian	蔡甸	CN	China	中国	hubei	湖北	wuhan	武汉	30.35	114
CN101200103	huangpi	黄陂	CN	China	中国	hubei	湖北	wuhan	武汉	30.52	114.24
CN101200104	xinzhou	新洲	CN	China	中国	hubei	湖北	wuhan	武汉	30.51	114.48
CN101200105	jiangxia	江夏	CN	China	中国	hubei	湖北	wuhan	武汉	30.21	114.19
CN101200106	dongxihu	东西湖	CN	China	中国	hubei	湖北	wuhan	武汉	30.631	114.129
CN101200201	xiangyang	襄阳	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.082	112.096
CN101200202	xiangzhou	襄州	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.18	112.15
CN101200203	baokang	保康	CN	China	中国	hubei	湖北	xiangyang	襄阳	31.736	111.15
CN101200204	nanzhang	南漳	CN	China	中国	hubei	湖北	xiangyang	襄阳	31.626	111.777
CN101200205	yicheng	宜城	CN	China	中国	hubei	湖北	xiangyang	襄阳	31.43	112.14
CN101200206	laohekou	老河口	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.406	111.755
CN101200207	gucheng	谷城	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.16	111.38
CN101200208	zaoyang	枣阳	CN	China	中国	hubei	湖北	xiangyang	襄阳	32.032	112.787
CN101200301	ezhou	鄂州	CN	China	中国	hubei	湖北	ezhou	鄂州	30.411	114.858
CN101200302	liangzihu	梁子湖	CN	China	中国	hubei	湖北	ezhou	鄂州	30.085	114.665
CN101200401	xiaogan	孝感	CN	China	中国	hubei	湖北	xiaogan	孝感	30.919	113.9
CN101200402	anlu	安陆	CN	China	中国	hubei	湖北	xiaogan	孝感	31.267	113.628
CN101200403	yunmeng	云梦	CN	China	中国	hubei	湖北	xiaogan	孝感	30.988	113.754
CN101200404	dawu	大悟	CN	China	中国	hubei	湖北	xiaogan	孝感	30.935	101.155
CN101200405	yingcheng	应城	CN	China	中国	hubei	湖北	xiaogan	孝感	30.933	113.547
CN101200406	hanchuan	汉川	CN	China	中国	hubei	湖北	xiaogan	孝感	30.618	113.663
CN101200407	xiaochang	孝昌	CN	China	中国	hubei	湖北	xiaogan	孝感	31.234	113.936
CN101200501	huanggang	黄冈	CN	China	中国	hubei	湖北	huanggang	黄冈	30.27	114.53
CN101200502	hongan	红安	CN	China	中国	hubei	湖北	huanggang	黄冈	31.17	114.37
CN101200503	macheng	麻城	CN	China	中国	hubei	湖北	huanggang	黄冈	31.234	115.073
CN101200504	luotian	罗田	CN	China	中国	hubei	湖北	huanggang	黄冈	30.93	115.436
CN101200505	yingshan	英山	CN	China	中国	hubei	湖北	huanggang	黄冈	30.44	115.4
CN101200506	xishui	浠水	CN	China	中国	hubei	湖北	huanggang	黄冈	30.27	115.15
CN101200507	qichun	蕲春	CN	China	中国	hubei	湖北	huanggang	黄冈	30.335	115.572
CN101200508	huangmei	黄梅	CN	China	中国	hubei	湖北	huanggang	黄冈	30.017	115.925
CN101200509	wuxue	武穴	CN	China	中国	hubei	湖北	huanggang	黄冈	30.017	115.593
CN101200510	tuanfeng	团风	CN	China	中国	hubei	湖北	huanggang	黄冈	30.631	114.867
CN101200601	huangshi	黄石	CN	China	中国	hubei	湖北	huangshi	黄石	30.212	115.101
CN101200602	daye	大冶	CN	China	中国	hubei	湖北	huangshi	黄石	30.093	114.885
CN101200603	yangxin	阳新	CN	China	中国	hubei	湖北	huangshi	黄石	29.51	115.12
CN101200604	tieshan	铁山	CN	China	中国	hubei	湖北	huangshi	黄石	30.207	114.895
CN101200605	xialu	下陆	CN	China	中国	hubei	湖北	huangshi	黄石	30.176	114.952
CN101200606	xisaishan	西塞山	CN	China	中国	hubei	湖北	huangshi	黄石	30.198	115.112
CN101200701	xianning	咸宁	CN	China	中国	hubei	湖北	xianning	咸宁	29.873	114.271
CN101200702	chibi	赤壁	CN	China	中国	hubei	湖北	xianning	咸宁	29.43	113.53
CN101200703	jiayu	嘉鱼	CN	China	中国	hubei	湖北	xianning	咸宁	30.044	114.072
CN101200704	chongyang	崇阳	CN	China	中国	hubei	湖北	xianning	咸宁	29.446	114.034
CN101200705	tongcheng	通城	CN	China	中国	hubei	湖北	xianning	咸宁	29.15	113.48
CN101200706	tongshan	通山	CN	China	中国	hubei	湖北	xianning	咸宁	29.36	114.3
CN101200801	jingzhou	荆州	CN	China	中国	hubei	湖北	jingzhou	荆州	30.2	112.11
CN101200802	jiangling	江陵	CN	China	中国	hubei	湖北	jingzhou	荆州	30.292	112.443
CN101200803	gongan	公安	CN	China	中国	hubei	湖北	jingzhou	荆州	30.04	112.13
CN101200804	shishou	石首	CN	China	中国	hubei	湖北	jingzhou	荆州	29.726	112.516
CN101200805	jianli	监利	CN	China	中国	hubei	湖北	jingzhou	荆州	29.814	112.955
CN101200806	honghu	洪湖	CN	China	中国	hubei	湖北	jingzhou	荆州	29.924	113.606
CN101200807	songzi	松滋	CN	China	中国	hubei	湖北	jingzhou	荆州	30.135	111.646
CN101200901	yichang	宜昌	CN	China	中国	hubei	湖北	yichang	宜昌	30.708	111.281
CN101200902	yuanan	远安	CN	China	中国	hubei	湖北	yichang	宜昌	31.04	111.38
CN101200903	zigui	秭归	CN	China	中国	hubei	湖北	yichang	宜昌	30.917	110.658
CN101200904	xingshan	兴山	CN	China	中国	hubei	湖北	yichang	宜昌	31.14	110.46
CN101200906	wufeng	五峰	CN	China	中国	hubei	湖北	yichang	宜昌	30.12	110.39
CN101200907	dangyang	当阳	CN	China	中国	hubei	湖北	yichang	宜昌	30.846	111.81
CN101200908	changyang	长阳	CN	China	中国	hubei	湖北	yichang	宜昌	30.28	111.11
CN101200909	yidu	宜都	CN	China	中国	hubei	湖北	yichang	宜昌	30.23	111.27
CN101200910	zhijiang	枝江	CN	China	中国	hubei	湖北	yichang	宜昌	30.472	111.655
CN101200911	sanxia	三峡	CN	China	中国	hubei	湖北	yichang	宜昌	30.52	111.05
CN101200912	yiling	夷陵	CN	China	中国	hubei	湖北	yichang	宜昌	30.46	111.19
CN101201001	enshi	恩施	CN	China	中国	hubei	湖北	enshi	恩施	30.275	109.474
CN101201002	lichuan	利川	CN	China	中国	hubei	湖北	enshi	恩施	30.17	108.56
CN101201003	jianshi	建始	CN	China	中国	hubei	湖北	enshi	恩施	30.508	110.01
CN101201004	xianfeng	咸丰	CN	China	中国	hubei	湖北	enshi	恩施	29.41	109.09
CN101201005	xuanen	宣恩	CN	China	中国	hubei	湖北	enshi	恩施	30	109.29
CN101201006	hefeng	鹤峰	CN	China	中国	hubei	湖北	enshi	恩施	29.936	110.199
CN101201007	laifeng	来凤	CN	China	中国	hubei	湖北	enshi	恩施	29.392	109.246
CN101201008	badong	巴东	CN	China	中国	hubei	湖北	enshi	恩施	30.813	110.312
CN101201101	shiyan	十堰	CN	China	中国	hubei	湖北	shiyan	十堰	32.619	110.772
CN101201102	zhuxi	竹溪	CN	China	中国	hubei	湖北	shiyan	十堰	32.19	109.41
CN101201103	yunxi	郧西	CN	China	中国	hubei	湖北	shiyan	十堰	33.032	110.052
CN101201104	yunyang	郧阳	CN	China	中国	hubei	湖北	shiyan	十堰	32.51	110.49
CN101201105	zhushan	竹山	CN	China	中国	hubei	湖北	shiyan	十堰	32.068	110.278
CN101201106	fangxian	房县	CN	China	中国	hubei	湖北	shiyan	十堰	32.02	110.46
CN101201107	danjiangkou	丹江口	CN	China	中国	hubei	湖北	shiyan	十堰	32.608	111.19
CN101201108	maojian	茅箭	CN	China	中国	hubei	湖北	shiyan	十堰	32.594	110.843
CN101201109	zhangwan	张湾	CN	China	中国	hubei	湖北	shiyan	十堰	32.654	110.758
CN101201201	shennongjia	神农架	CN	China	中国	hubei	湖北	shennongjia	神农架	31.733	110.733
CN101201301	suizhou	随州	CN	China	中国	hubei	湖北	suizhou	随州	31.709	113.363
CN101201302	guangshui	广水	CN	China	中国	hubei	湖北	suizhou	随州	31.74	113.826
CN101201401	jingmen	荆门	CN	China	中国	hubei	湖北	jingmen	荆门	31.031	112.195
CN101201402	zhongxiang	钟祥	CN	China	中国	hubei	湖北	jingmen	荆门	31.158	112.563
CN101201403	jingshan	京山	CN	China	中国	hubei	湖北	jingmen	荆门	31.078	113.104
CN101201404	duodao	掇刀	CN	China	中国	hubei	湖北	jingmen	荆门	30.969	112.155
CN101201405	shayang	沙洋	CN	China	中国	hubei	湖北	jingmen	荆门	30.7	112.582
CN101201501	tianmen	天门	CN	China	中国	hubei	湖北	tianmen	天门	30.642	113.029
CN101201601	xiantao	仙桃	CN	China	中国	hubei	湖北	xiantao	仙桃	30.375	113.451
CN101201701	qianjiang	潜江	CN	China	中国	hubei	湖北	qianjiang	潜江	30.427	112.891
CN101250101	changsha	长沙	CN	China	中国	hunan	湖南	changsha	长沙	28.197	112.967
CN101250102	ningxiang	宁乡	CN	China	中国	hunan	湖南	changsha	长沙	28.186	112.334
CN101250103	liuyang	浏阳	CN	China	中国	hunan	湖南	changsha	长沙	28.211	113.717
CN101250104	xiangjiangxinqu	湘江新区	CN	China	中国	hunan	湖南	changsha	长沙	28.12	113.05
CN101250105	wangcheng	望城	CN	China	中国	hunan	湖南	changsha	长沙	28.377	112.807
CN101250201	xiangtan	湘潭	CN	China	中国	hunan	湖南	xiangtan	湘潭	27.867	112.908
CN101250202	shaoshan	韶山	CN	China	中国	hunan	湖南	xiangtan	湘潭	27.94	112.518
CN101250203	xiangxiang	湘乡	CN	China	中国	hunan	湖南	xiangtan	湘潭	27.45	112.3
CN101250301	zhuzhou	株洲	CN	China	中国	hunan	湖南	zhuzhou	株洲	27.863	113.109
CN101250302	youxian	攸县	CN	China	中国	hunan	湖南	zhuzhou	株洲	27	113.21
CN101250303	liling	醴陵	CN	China	中国	hunan	湖南	zhuzhou	株洲	27.674	113.464
CN101250305	chaling	茶陵	CN	China	中国	hunan	湖南	zhuzhou	株洲	26.817	113.636
CN101250306	yanling	炎陵	CN	China	中国	hunan	湖南	zhuzhou	株洲	26.49	113.773
CN101250401	hengyang	衡阳	CN	China	中国	hunan	湖南	hengyang	衡阳	26.902	112.614
CN101250402	hengshan	衡山	CN	China	中国	hunan	湖南	hengyang	衡阳	27.14	112.52
CN101250403	hengdong	衡东	CN	China	中国	hunan	湖南	hengyang	衡阳	27.114	113.008
CN101250404	qidong	祁东	CN	China	中国	hunan	湖南	hengyang	衡阳	26.48	112.06
CN101250405	hengyangxian	衡阳县	CN	China	中国	hunan	湖南	hengyang	衡阳	26.59	112.22
CN101250406	changning	常宁	CN	China	中国	hunan	湖南	hengyang	衡阳	24.72	99.662
CN101250407	hengnan	衡南	CN	China	中国	hunan	湖南	hengyang	衡阳	26.768	112.889
CN101250408	leiyang	耒阳	CN	China	中国	hunan	湖南	hengyang	衡阳	26.414	112.922
CN101250409	nanyue	南岳	CN	China	中国	hunan	湖南	hengyang	衡阳	27.18	112.42
CN101250501	chenzhou	郴州	CN	China	中国	hunan	湖南	chenzhou	郴州	25.783	112.987
CN101250502	guiyang	桂阳	CN	China	中国	hunan	湖南	chenzhou	郴州	25.45	112.43
CN101250503	jiahe	嘉禾	CN	China	中国	hunan	湖南	chenzhou	郴州	25.613	112.41
CN101250504	yizhang	宜章	CN	China	中国	hunan	湖南	chenzhou	郴州	25.295	112.79
CN101250505	linwu	临武	CN	China	中国	hunan	湖南	chenzhou	郴州	25.356	112.56
CN101250507	zixing	资兴	CN	China	中国	hunan	湖南	chenzhou	郴州	25.927	113.422
CN101250508	rucheng	汝城	CN	China	中国	hunan	湖南	chenzhou	郴州	25.34	113.41
CN101250509	anren	安仁	CN	China	中国	hunan	湖南	chenzhou	郴州	26.563	113.353
CN101250510	yongxing	永兴	CN	China	中国	hunan	湖南	chenzhou	郴州	26.236	113.16
CN101250511	guidong	桂东	CN	China	中国	hunan	湖南	chenzhou	郴州	25.974	113.923
CN101250512	suxian	苏仙	CN	China	中国	hunan	湖南	chenzhou	郴州	25.833	113.05
CN101250601	changde	常德	CN	China	中国	hunan	湖南	changde	常德	29.048	111.692
CN101250602	anxiang	安乡	CN	China	中国	hunan	湖南	changde	常德	29.455	112.144
CN101250603	taoyuan	桃源	CN	China	中国	hunan	湖南	changde	常德	28.903	111.225
CN101250604	hanshou	汉寿	CN	China	中国	hunan	湖南	changde	常德	28.877	112.002
CN101250605	lixian	澧县	CN	China	中国	hunan	湖南	changde	常德	29.39	111.45
CN101250606	linli	临澧	CN	China	中国	hunan	湖南	changde	常德	29.535	111.632
CN101250607	shimen	石门	CN	China	中国	hunan	湖南	changde	常德	29.701	111.016
CN101250608	jinshi	津市	CN	China	中国	hunan	湖南	changde	常德	29.628	111.881
CN101250700	yiyang	益阳	CN	China	中国	hunan	湖南	yiyang	益阳	28.34	112.23
CN101250701	heshanqu	赫山区	CN	China	中国	hunan	湖南	yiyang	益阳	28.34	112.23
CN101250702	nanxian	南县	CN	China	中国	hunan	湖南	yiyang	益阳	29.22	112.24
CN101250703	taojiang	桃江	CN	China	中国	hunan	湖南	yiyang	益阳	28.448	111.962
CN101250704	anhua	安化	CN	China	中国	hunan	湖南	yiyang	益阳	28.311	111.346
CN101250705	yuanjiang	沅江	CN	China	中国	hunan	湖南	yiyang	益阳	28.948	112.597
CN101250801	loudi	娄底	CN	China	中国	hunan	湖南	loudi	娄底	27.75	111.983
CN101250802	shuangfeng	双峰	CN	China	中国	hunan	湖南	loudi	娄底	27.45	112.17
CN101250803	lengshuijiang	冷水江	CN	China	中国	hunan	湖南	loudi	娄底	27.679	111.46
CN101250805	xinhua	新化	CN	China	中国	hunan	湖南	loudi	娄底	27.45	111.18
CN101250806	lianyuan	涟源	CN	China	中国	hunan	湖南	loudi	娄底	27.68	110.7
CN101250901	shaoyang	邵阳	CN	China	中国	hunan	湖南	shaoyang	邵阳	26.994	111.255
CN101250902	longhui	隆回	CN	China	中国	hunan	湖南	shaoyang	邵阳	27.333	110.932
CN101250903	dongkou	洞口	CN	China	中国	hunan	湖南	shaoyang	邵阳	27.12	110.541
CN101250904	xinshao	新邵	CN	China	中国	hunan	湖南	shaoyang	邵阳	27.19	111.27
CN101250905	shaodong	邵东	CN	China	中国	hunan	湖南	shaoyang	邵阳	27.197	111.831
CN101250906	suining	绥宁	CN	China	中国	hunan	湖南	shaoyang	邵阳	26.35	110.09
CN101250907	xinning	新宁	CN	China	中国	hunan	湖南	shaoyang	邵阳	26.27	110.51
CN101250908	wugang	武冈	CN	China	中国	hunan	湖南	shaoyang	邵阳	26.44	110.38
CN101250909	chengbu	城步	CN	China	中国	hunan	湖南	shaoyang	邵阳	26.22	110.91
CN101250910	shaoyangxian	邵阳县	CN	China	中国	hunan	湖南	shaoyang	邵阳	27	111.16
CN101251001	yueyang	岳阳	CN	China	中国	hunan	湖南	yueyang	岳阳	29.378	113.095
CN101251002	huarong	华容	CN	China	中国	hunan	湖南	yueyang	岳阳	29.488	112.668
CN101251003	xiangyin	湘阴	CN	China	中国	hunan	湖南	yueyang	岳阳	28.41	112.53
CN101251004	miluo	汨罗	CN	China	中国	hunan	湖南	yueyang	岳阳	28.746	113.156
CN101251005	pingjiang	平江	CN	China	中国	hunan	湖南	yueyang	岳阳	28.766	113.659
